Gene	HCC1143	COLO829	HCC1937	HCC1395	NCI-H1770
AGR2	0.0	1.0	1.0	unstable_segmentation	1.0
AGR3	0.0	1.0	1.0	unstable_segmentation	1.0
AGRN	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
AGRP	0.0	-1.0	1.0	2.0	0.0
AGT	1.0	1.0	1.0	0.0	1.0
AGTPBP1	0.0	1.0	1.0	unstable_segmentation	0.0
AGTR1	1.0	1.0	1.0	unstable_segmentation	-1.0
AGTRAP	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
AGXT	-1.0	0.0	-1.0	0.0	-1.0
AGXT2	1.0	-1.0	1.0	1.0	-1.0
AHCTF1	2.0	1.0	unstable_segmentation	0.0	1.0
AHCY	2.0	1.0	1.0	unstable_segmentation	0.0
AHCYL1	0.0	-1.0	1.0	-1.0	1.0
AHCYL2	-1.0	2.0	-1.0	1.0	1.0
AHDC1	0.0	0.0	-1.0	0.0	1.0
AHI1	1.0	0.0	0.0	0.0	-1.0
AHNAK2	2.0	0.0	unstable_segmentation	-1.0	unstable_segmentation
AHR	0.0	1.0	1.0	unstable_segmentation	1.0
AHSA1	1.0	0.0	0.0	unstable_segmentation	-1.0
AHSG	1.0	1.0	2.0	0.0	-1.0
AHSP	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
AICDA	0.0	0.0	1.0	unstable_segmentation	0.0
AIDA	2.0	1.0	1.0	0.0	1.0
AIF1	2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
AIF1L	0.0	unstable_segmentation	1.0	1.0	0.0
AIFM1	1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
AIFM2	0.0	-1.0	-1.0	-1.0	-1.0
AIFM3	2.0	0.0	0.0	-1.0	-1.0
AIG1	1.0	0.0	0.0	0.0	-1.0
AIM2	1.0	1.0	1.0	0.0	1.0
AIMP1	-1.0	1.0	0.0	unstable_segmentation	-1.0
AIMP2	0.0	1.0	1.0	unstable_segmentation	1.0
AIPL1	1.0	0.0	0.0	1.0	-1.0
AIRE	2.0	0.0	-1.0	-1.0	0.0
AJ239318.1	2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
AJAP1	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
AJUBA	1.0	0.0	1.0	1.0	0.0
AK1	0.0	1.0	1.0	0.0	0.0
AK2	0.0	0.0	-1.0	0.0	1.0
AK3	-1.0	-1.0	0.0	1.0	0.0
AK4	0.0	0.0	-1.0	unstable_segmentation	1.0
AK5	0.0	0.0	-1.0	unstable_segmentation	1.0
AK6	1.0	unstable_segmentation	-1.0	unstable_segmentation	-1.0
AK8	0.0	1.0	1.0	1.0	0.0
AK9	1.0	0.0	0.0	0.0	-1.0
AKAP1	2.0	0.0	0.0	-1.0	0.0
AKAP10	1.0	0.0	0.0	unstable_segmentation	-1.0
AKAP11	-1.0	0.0	-1.0	unstable_segmentation	0.0
AKAP12	1.0	0.0	-1.0	0.0	-1.0
AKAP13	1.0	1.0	-1.0	unstable_segmentation	0.0
AKAP14	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
AKAP3	0.0	0.0	1.0	1.0	0.0
AKAP4	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
AKAP5	1.0	0.0	0.0	unstable_segmentation	-1.0
AKAP6	1.0	0.0	0.0	0.0	unstable_segmentation
AKAP7	1.0	0.0	0.0	0.0	-1.0
AKAP8	2.0	0.0	1.0	1.0	0.0
AKAP8L	2.0	0.0	1.0	1.0	0.0
AKAP9	-1.0	1.0	-1.0	1.0	1.0
AKIP1	1.0	0.0	-1.0	-1.0	0.0
AKIRIN1	0.0	0.0	-1.0	unstable_segmentation	1.0
AKIRIN2	1.0	0.0	0.0	unstable_segmentation	-1.0
AKNA	0.0	1.0	1.0	0.0	0.0
AKNAD1	0.0	-1.0	1.0	-1.0	1.0
AKR1A1	0.0	0.0	-1.0	0.0	1.0
AKR1B1	-1.0	2.0	-1.0	1.0	1.0
AKR1B10	-1.0	2.0	-1.0	1.0	1.0
AKR1B15	-1.0	2.0	-1.0	1.0	1.0
AKR1C1	2.0	-1.0	-1.0	unstable_segmentation	-1.0
AKR1C2	2.0	-1.0	-1.0	unstable_segmentation	-1.0
AKR1C3	2.0	-1.0	-1.0	unstable_segmentation	-1.0
AKR1C4	2.0	-1.0	-1.0	unstable_segmentation	-1.0
AKR1D1	0.0	2.0	-1.0	1.0	1.0
AKR7A2	0.0	0.0	-1.0	unstable_segmentation	1.0
AKR7A3	0.0	0.0	-1.0	unstable_segmentation	1.0
AKR7L	0.0	0.0	-1.0	unstable_segmentation	1.0
AKT1	2.0	0.0	unstable_segmentation	-1.0	unstable_segmentation
AKT1S1	1.0	0.0	1.0	unstable_segmentation	0.0
AKT2	1.0	0.0	1.0	-1.0	0.0
AKT3	2.0	unstable_segmentation	unstable_segmentation	0.0	1.0
AKTIP	0.0	-1.0	2.0	unstable_segmentation	0.0
AL008723.1	2.0	1.0	-1.0	unstable_segmentation	-1.0
AL023806.1	1.0	0.0	0.0	0.0	-1.0
AL049794.1	2.0	1.0	0.0	-1.0	0.0
AL133335.1	1.0	1.0	1.0	0.0	0.0
AL133475.1	1.0	0.0	0.0	-1.0	-1.0
AL138751.1	0.0	1.0	unstable_segmentation	0.0	0.0
AL158801.1	1.0	0.0	0.0	unstable_segmentation	-1.0
AL162426.1	0.0	1.0	1.0	0.0	0.0
AL356289.1	1.0	0.0	-1.0	0.0	1.0
AL357140.1	0.0	0.0	unstable_segmentation	0.0	1.0
AL358852.1	1.0	unstable_segmentation	-1.0	0.0	-1.0
AL365181.2	1.0	1.0	unstable_segmentation	0.0	1.0
AL445183.1	0.0	0.0	-1.0	-1.0	1.0
AL513523.1	1.0	unstable_segmentation	0.0	0.0	1.0
AL513523.2	1.0	unstable_segmentation	0.0	0.0	1.0
AL591806.1	1.0	1.0	1.0	0.0	1.0
AL645728.1	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
AL645927.1	-1.0	1.0	0.0	unstable_segmentation	-1.0
ALAD	0.0	1.0	1.0	0.0	0.0
ALAS1	-1.0	1.0	0.0	0.0	-1.0
ALAS2	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
ALB	-1.0	1.0	-1.0	unstable_segmentation	-1.0
ALCAM	1.0	1.0	0.0	-1.0	-1.0
ALDH16A1	1.0	0.0	1.0	unstable_segmentation	0.0
ALDH18A1	0.0	-1.0	-1.0	-1.0	-1.0
ALDH1A1	0.0	1.0	unstable_segmentation	0.0	0.0
ALDH1A2	2.0	-1.0	-1.0	0.0	0.0
ALDH1A3	1.0	1.0	unstable_segmentation	1.0	0.0
ALDH1B1	0.0	1.0	0.0	unstable_segmentation	0.0
ALDH1L1	1.0	1.0	unstable_segmentation	-1.0	-1.0
ALDH1L2	0.0	0.0	-1.0	-1.0	-1.0
ALDH2	0.0	0.0	-1.0	-1.0	-1.0
ALDH3A1	1.0	0.0	0.0	unstable_segmentation	-1.0
ALDH3A2	1.0	0.0	unstable_segmentation	unstable_segmentation	-1.0
ALDH4A1	0.0	0.0	-1.0	unstable_segmentation	1.0
ALDH5A1	1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
ALDH6A1	1.0	0.0	0.0	-1.0	-1.0
ALDH7A1	1.0	-1.0	1.0	-1.0	-1.0
ALDH8A1	1.0	0.0	0.0	0.0	-1.0
ALDH9A1	1.0	1.0	1.0	0.0	1.0
ALDOA	1.0	0.0	unstable_segmentation	unstable_segmentation	0.0
ALDOB	0.0	1.0	1.0	1.0	0.0
ALG1	1.0	0.0	0.0	0.0	unstable_segmentation
ALG10B	0.0	0.0	0.0	unstable_segmentation	unstable_segmentation
ALG11	-1.0	0.0	unstable_segmentation	-1.0	0.0
ALG12	2.0	1.0	unstable_segmentation	1.0	-1.0
ALG13	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
ALG14	0.0	-1.0	1.0	unstable_segmentation	1.0
ALG1L	1.0	1.0	unstable_segmentation	-1.0	-1.0
ALG1L2	1.0	1.0	unstable_segmentation	1.0	-1.0
ALG2	0.0	1.0	1.0	1.0	0.0
ALG3	1.0	1.0	unstable_segmentation	0.0	-1.0
ALG5	-1.0	unstable_segmentation	-1.0	unstable_segmentation	0.0
ALG6	0.0	0.0	-1.0	-1.0	1.0
ALG8	1.0	0.0	0.0	-1.0	0.0
ALG9	-1.0	1.0	1.0	unstable_segmentation	0.0
ALK	-1.0	0.0	0.0	-1.0	0.0
ALKBH1	1.0	0.0	0.0	unstable_segmentation	-1.0
ALKBH2	0.0	0.0	-1.0	-1.0	-1.0
ALKBH3	0.0	0.0	0.0	-1.0	0.0
ALKBH5	1.0	0.0	unstable_segmentation	unstable_segmentation	-1.0
ALKBH6	1.0	0.0	1.0	0.0	0.0
ALKBH7	0.0	0.0	1.0	-1.0	0.0
ALKBH8	-1.0	0.0	0.0	unstable_segmentation	0.0
ALLC	-1.0	0.0	0.0	unstable_segmentation	0.0
ALMS1	-1.0	0.0	0.0	-1.0	0.0
ALOX12	1.0	0.0	0.0	1.0	-1.0
ALOX12B	1.0	0.0	0.0	1.0	-1.0
ALOX15	1.0	0.0	0.0	1.0	-1.0
ALOX15B	1.0	0.0	0.0	1.0	-1.0
ALOX5	1.0	unstable_segmentation	1.0	0.0	-1.0
ALOX5AP	-1.0	0.0	-1.0	0.0	0.0
ALOXE3	1.0	0.0	0.0	1.0	-1.0
ALPI	-1.0	0.0	-1.0	0.0	-1.0
ALPK1	-1.0	1.0	0.0	unstable_segmentation	-1.0
ALPK2	1.0	0.0	-1.0	unstable_segmentation	0.0
ALPK3	1.0	1.0	-1.0	unstable_segmentation	0.0
ALPL	1.0	0.0	-1.0	unstable_segmentation	1.0
ALPP	-1.0	0.0	-1.0	0.0	-1.0
ALS2	-1.0	0.0	0.0	-1.0	-1.0
ALS2CL	-1.0	1.0	0.0	0.0	-1.0
ALX1	0.0	0.0	-1.0	-1.0	-1.0
ALX3	0.0	-1.0	1.0	-1.0	1.0
ALX4	0.0	unstable_segmentation	0.0	-1.0	0.0
ALYREF	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
AMACR	1.0	-1.0	1.0	1.0	-1.0
AMBN	-1.0	1.0	-1.0	unstable_segmentation	-1.0
AMBP	0.0	1.0	1.0	0.0	0.0
AMBRA1	1.0	unstable_segmentation	0.0	-1.0	0.0
AMD1	1.0	0.0	0.0	0.0	-1.0
AMDHD1	0.0	0.0	-1.0	-1.0	-1.0
AMELX	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
AMER3	-1.0	0.0	1.0	-1.0	-1.0
AMFR	0.0	-1.0	2.0	2.0	unstable_segmentation
AMHR2	0.0	0.0	-1.0	-1.0	-1.0
AMIGO1	0.0	-1.0	1.0	-1.0	1.0
AMIGO2	0.0	0.0	-1.0	-1.0	-1.0
AMIGO3	-1.0	1.0	0.0	0.0	-1.0
AMMECR1	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
AMMECR1L	-1.0	0.0	1.0	-1.0	-1.0
AMN1	0.0	0.0	unstable_segmentation	0.0	0.0
AMOT	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
AMOTL1	-1.0	0.0	0.0	unstable_segmentation	0.0
AMPD1	0.0	-1.0	1.0	-1.0	unstable_segmentation
AMPD2	0.0	-1.0	1.0	-1.0	1.0
AMPD3	1.0	0.0	-1.0	-1.0	0.0
AMPH	0.0	1.0	unstable_segmentation	0.0	1.0
AMT	-1.0	1.0	0.0	0.0	-1.0
AMTN	-1.0	1.0	-1.0	unstable_segmentation	-1.0
AMY1A	-1.0	-1.0	1.0	-1.0	1.0
AMY1B	-1.0	-1.0	1.0	-1.0	1.0
AMY1C	-1.0	-1.0	1.0	-1.0	1.0
AMY2A	-1.0	-1.0	1.0	-1.0	1.0
AMY2B	-1.0	-1.0	1.0	unstable_segmentation	1.0
AMZ1	0.0	1.0	1.0	unstable_segmentation	1.0
AMZ2	2.0	0.0	1.0	1.0	0.0
ANAPC1	0.0	0.0	0.0	unstable_segmentation	-1.0
ANAPC10	-1.0	1.0	0.0	unstable_segmentation	-1.0
ANAPC11	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
ANAPC16	0.0	unstable_segmentation	-1.0	-1.0	-1.0
ANAPC2	0.0	1.0	1.0	1.0	0.0
ANAPC4	0.0	-1.0	-1.0	0.0	-1.0
ANAPC5	0.0	0.0	-1.0	-1.0	-1.0
ANAPC7	0.0	0.0	-1.0	-1.0	-1.0
ANGEL1	1.0	0.0	0.0	unstable_segmentation	-1.0
ANGEL2	2.0	1.0	unstable_segmentation	0.0	1.0
ANGPT1	2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
ANGPT4	1.0	1.0	1.0	-1.0	0.0
ANGPTL1	1.0	1.0	0.0	1.0	1.0
ANGPTL2	0.0	1.0	1.0	0.0	0.0
ANGPTL3	0.0	0.0	-1.0	-1.0	1.0
ANGPTL4	0.0	0.0	1.0	-1.0	0.0
ANGPTL5	-1.0	0.0	0.0	unstable_segmentation	0.0
ANGPTL6	0.0	0.0	1.0	-1.0	0.0
ANGPTL7	0.0	0.0	unstable_segmentation	unstable_segmentation	1.0
ANK2	-1.0	1.0	0.0	unstable_segmentation	-1.0
ANK3	1.0	-1.0	-1.0	-1.0	-1.0
ANKAR	-1.0	0.0	0.0	unstable_segmentation	-1.0
ANKDD1A	2.0	-1.0	-1.0	0.0	0.0
ANKDD1B	1.0	-1.0	-1.0	-1.0	-1.0
ANKEF1	2.0	1.0	1.0	-1.0	0.0
ANKFN1	2.0	0.0	0.0	-1.0	0.0
ANKFY1	1.0	0.0	0.0	1.0	-1.0
ANKH	2.0	-1.0	2.0	1.0	-1.0
ANKIB1	-1.0	1.0	-1.0	1.0	1.0
ANKK1	-1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
ANKLE1	1.0	0.0	1.0	-1.0	0.0
ANKLE2	1.0	0.0	-1.0	-1.0	-1.0
ANKMY1	-1.0	0.0	-1.0	0.0	-1.0
ANKMY2	0.0	1.0	1.0	unstable_segmentation	1.0
ANKRA2	1.0	-1.0	-1.0	unstable_segmentation	-1.0
ANKRD1	0.0	-1.0	-1.0	-1.0	-1.0
ANKRD10	0.0	0.0	1.0	-1.0	0.0
ANKRD11	0.0	-1.0	1.0	unstable_segmentation	unstable_segmentation
ANKRD12	2.0	unstable_segmentation	0.0	-1.0	0.0
ANKRD13A	0.0	0.0	-1.0	-1.0	-1.0
ANKRD13C	0.0	0.0	-1.0	unstable_segmentation	1.0
ANKRD16	2.0	-1.0	-1.0	unstable_segmentation	-1.0
ANKRD17	-1.0	1.0	-1.0	unstable_segmentation	-1.0
ANKRD18A	0.0	1.0	0.0	unstable_segmentation	0.0
ANKRD18B	0.0	1.0	0.0	unstable_segmentation	0.0
ANKRD2	0.0	-1.0	-1.0	-1.0	-1.0
ANKRD20A2	0.0	1.0	0.0	unstable_segmentation	unstable_segmentation
ANKRD22	0.0	-1.0	-1.0	-1.0	-1.0
ANKRD23	0.0	0.0	unstable_segmentation	1.0	unstable_segmentation
ANKRD26	2.0	0.0	1.0	-1.0	-1.0
ANKRD27	1.0	0.0	1.0	0.0	0.0
ANKRD29	2.0	0.0	0.0	1.0	0.0
ANKRD30A	1.0	unstable_segmentation	1.0	1.0	unstable_segmentation
ANKRD30B	1.0	0.0	0.0	1.0	0.0
ANKRD30BL	-1.0	0.0	0.0	-1.0	-1.0
ANKRD31	1.0	-1.0	-1.0	-1.0	-1.0
ANKRD33	0.0	0.0	-1.0	-1.0	-1.0
ANKRD33B	2.0	-1.0	2.0	1.0	-1.0
ANKRD34B	1.0	-1.0	-1.0	-1.0	-1.0
ANKRD34C	1.0	-1.0	-1.0	unstable_segmentation	0.0
ANKRD37	-1.0	1.0	0.0	unstable_segmentation	-1.0
ANKRD39	0.0	0.0	unstable_segmentation	1.0	unstable_segmentation
ANKRD44	-1.0	0.0	unstable_segmentation	-1.0	-1.0
ANKRD45	1.0	1.0	1.0	1.0	1.0
ANKRD49	-1.0	0.0	0.0	unstable_segmentation	0.0
ANKRD50	-1.0	1.0	0.0	unstable_segmentation	-1.0
ANKRD52	2.0	0.0	-1.0	-1.0	-1.0
ANKRD53	-1.0	0.0	0.0	-1.0	0.0
ANKRD54	2.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
ANKRD55	1.0	-1.0	-1.0	unstable_segmentation	-1.0
ANKRD6	1.0	0.0	0.0	unstable_segmentation	-1.0
ANKRD61	0.0	1.0	1.0	unstable_segmentation	1.0
ANKRD62	1.0	0.0	0.0	unstable_segmentation	0.0
ANKRD63	1.0	-1.0	-1.0	-1.0	1.0
ANKRD65	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	1.0
ANKRD66	1.0	1.0	1.0	1.0	-1.0
ANKRD7	0.0	1.0	-1.0	unstable_segmentation	1.0
ANKS1A	1.0	0.0	0.0	1.0	-1.0
ANKS1B	0.0	0.0	-1.0	-1.0	-1.0
ANKS3	1.0	0.0	0.0	0.0	unstable_segmentation
ANKS4B	1.0	unstable_segmentation	0.0	2.0	0.0
ANKS6	0.0	1.0	1.0	1.0	0.0
ANKUB1	1.0	1.0	1.0	unstable_segmentation	-1.0
ANKZF1	-1.0	0.0	-1.0	-1.0	-1.0
ANLN	0.0	1.0	1.0	0.0	1.0
ANO1	2.0	0.0	1.0	1.0	0.0
ANO10	-1.0	1.0	-1.0	0.0	-1.0
ANO2	0.0	0.0	1.0	1.0	0.0
ANO3	0.0	0.0	-1.0	-1.0	0.0
ANO4	0.0	0.0	-1.0	-1.0	-1.0
ANO5	0.0	0.0	-1.0	-1.0	0.0
ANO6	0.0	0.0	unstable_segmentation	-1.0	-1.0
ANO7	-1.0	0.0	-1.0	0.0	-1.0
ANO8	1.0	0.0	1.0	-1.0	0.0
ANOS1	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
ANP32A	1.0	-1.0	-1.0	0.0	0.0
ANP32B	0.0	1.0	1.0	1.0	0.0
ANP32D	0.0	0.0	-1.0	-1.0	-1.0
ANPEP	1.0	1.0	unstable_segmentation	unstable_segmentation	0.0
ANTXR1	-1.0	0.0	0.0	-1.0	0.0
ANTXR2	-1.0	1.0	-1.0	0.0	-1.0
ANTXRL	1.0	unstable_segmentation	1.0	0.0	-1.0
ANXA1	0.0	1.0	unstable_segmentation	0.0	0.0
ANXA10	-1.0	1.0	0.0	unstable_segmentation	-1.0
ANXA11	0.0	-1.0	-1.0	-1.0	-1.0
ANXA13	2.0	unstable_segmentation	unstable_segmentation	2.0	-1.0
ANXA2	2.0	-1.0	-1.0	0.0	0.0
ANXA2R	1.0	-1.0	unstable_segmentation	0.0	-1.0
ANXA3	-1.0	1.0	-1.0	0.0	-1.0
ANXA4	-1.0	0.0	0.0	-1.0	0.0
ANXA5	-1.0	1.0	0.0	unstable_segmentation	-1.0
ANXA6	1.0	-1.0	1.0	0.0	-1.0
ANXA7	0.0	unstable_segmentation	-1.0	-1.0	-1.0
ANXA8	1.0	unstable_segmentation	unstable_segmentation	0.0	-1.0
ANXA8L1	1.0	unstable_segmentation	1.0	0.0	-1.0
ANXA9	1.0	1.0	-1.0	0.0	1.0
AOAH	0.0	1.0	1.0	0.0	1.0
AOC1	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
AOC2	-1.0	0.0	unstable_segmentation	-1.0	0.0
AOC3	-1.0	0.0	unstable_segmentation	-1.0	0.0
AOX1	-1.0	0.0	0.0	-1.0	-1.0
AP000866.1	-1.0	0.0	1.0	-1.0	unstable_segmentation
AP001888.1	2.0	0.0	1.0	1.0	0.0
AP005242.1	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	0.0
AP006285.1	0.0	unstable_segmentation	-1.0	-1.0	0.0
AP1AR	-1.0	1.0	0.0	unstable_segmentation	-1.0
AP1B1	2.0	1.0	-1.0	unstable_segmentation	-1.0
AP1G1	0.0	unstable_segmentation	1.0	2.0	0.0
AP1G2	1.0	0.0	1.0	1.0	0.0
AP1M2	0.0	0.0	1.0	-1.0	0.0
AP1S2	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
AP1S3	-1.0	0.0	-1.0	-1.0	-1.0
AP2A1	1.0	0.0	1.0	unstable_segmentation	0.0
AP2A2	0.0	unstable_segmentation	-1.0	unstable_segmentation	0.0
AP2M1	1.0	1.0	unstable_segmentation	0.0	-1.0
AP2S1	1.0	0.0	1.0	-1.0	0.0
AP3B1	1.0	-1.0	-1.0	-1.0	-1.0
AP3B2	1.0	-1.0	-1.0	0.0	0.0
AP3M1	0.0	unstable_segmentation	-1.0	-1.0	-1.0
AP3S1	1.0	-1.0	-1.0	-1.0	-1.0
AP3S2	1.0	1.0	unstable_segmentation	unstable_segmentation	0.0
AP4B1	0.0	-1.0	1.0	-1.0	1.0
AP4E1	1.0	-1.0	-1.0	-1.0	0.0
AP4S1	1.0	0.0	0.0	0.0	0.0
AP5M1	1.0	0.0	0.0	unstable_segmentation	-1.0
AP5S1	1.0	1.0	1.0	-1.0	0.0
AP5Z1	0.0	1.0	1.0	unstable_segmentation	1.0
APAF1	0.0	0.0	-1.0	-1.0	-1.0
APBA1	0.0	1.0	unstable_segmentation	0.0	0.0
APBA2	1.0	-1.0	-1.0	unstable_segmentation	1.0
APBB1	1.0	0.0	-1.0	-1.0	0.0
APBB1IP	2.0	0.0	1.0	-1.0	-1.0
APBB2	0.0	-1.0	-1.0	0.0	-1.0
APC	1.0	-1.0	-1.0	-1.0	unstable_segmentation
APCDD1	2.0	0.0	0.0	-1.0	0.0
APCS	1.0	1.0	1.0	0.0	1.0
APEH	-1.0	1.0	0.0	0.0	-1.0
APELA	-1.0	1.0	0.0	unstable_segmentation	-1.0
APEX2	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
APH1B	2.0	-1.0	-1.0	0.0	0.0
API5	0.0	0.0	0.0	-1.0	0.0
APIP	0.0	0.0	0.0	-1.0	0.0
APLF	-1.0	0.0	0.0	-1.0	0.0
APLN	1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
APLNR	1.0	unstable_segmentation	1.0	1.0	0.0
APLP1	1.0	0.0	1.0	0.0	0.0
APLP2	-1.0	0.0	1.0	-1.0	unstable_segmentation
APMAP	2.0	1.0	0.0	-1.0	0.0
APOA1	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
APOA2	1.0	1.0	1.0	0.0	1.0
APOA4	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
APOA5	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
APOB	-1.0	0.0	0.0	-1.0	0.0
APOBEC1	0.0	0.0	1.0	unstable_segmentation	0.0
APOBEC2	1.0	unstable_segmentation	0.0	unstable_segmentation	-1.0
APOBEC3A	2.0	1.0	unstable_segmentation	1.0	-1.0
APOBEC3B	2.0	1.0	unstable_segmentation	1.0	-1.0
APOBEC3C	2.0	1.0	unstable_segmentation	1.0	-1.0
APOBEC3D	2.0	1.0	unstable_segmentation	1.0	-1.0
APOBEC3F	2.0	1.0	unstable_segmentation	1.0	-1.0
APOBEC3G	2.0	1.0	unstable_segmentation	1.0	-1.0
APOBEC3H	2.0	1.0	unstable_segmentation	1.0	-1.0
APOBEC4	1.0	1.0	0.0	1.0	1.0
APOBR	1.0	0.0	unstable_segmentation	unstable_segmentation	0.0
APOC1	1.0	0.0	1.0	-1.0	0.0
APOC2	1.0	0.0	1.0	-1.0	0.0
APOC3	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
APOC4	1.0	0.0	1.0	-1.0	0.0
APOC4-APOC2	1.0	0.0	1.0	-1.0	0.0
APOE	1.0	0.0	1.0	-1.0	0.0
APOF	2.0	0.0	-1.0	-1.0	-1.0
APOH	0.0	0.0	0.0	unstable_segmentation	0.0
APOL1	2.0	1.0	-1.0	unstable_segmentation	-1.0
APOL2	2.0	1.0	-1.0	unstable_segmentation	-1.0
APOL3	2.0	1.0	-1.0	unstable_segmentation	-1.0
APOL4	2.0	1.0	-1.0	unstable_segmentation	-1.0
APOL5	2.0	1.0	-1.0	unstable_segmentation	-1.0
APOL6	2.0	1.0	-1.0	unstable_segmentation	-1.0
APOLD1	0.0	0.0	1.0	1.0	0.0
APOM	2.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	-1.0
APOOL	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
APP	1.0	0.0	-1.0	-1.0	0.0
APPBP2	0.0	0.0	0.0	-1.0	0.0
APPL1	-1.0	1.0	0.0	unstable_segmentation	-1.0
APPL2	0.0	0.0	-1.0	-1.0	-1.0
APRT	0.0	-1.0	1.0	unstable_segmentation	unstable_segmentation
APTX	0.0	1.0	0.0	unstable_segmentation	0.0
AQP1	0.0	1.0	1.0	0.0	1.0
AQP10	1.0	1.0	0.0	0.0	1.0
AQP11	1.0	0.0	0.0	-1.0	0.0
AQP12A	-1.0	0.0	-1.0	0.0	-1.0
AQP12B	-1.0	0.0	-1.0	0.0	-1.0
AQP2	0.0	0.0	-1.0	-1.0	unstable_segmentation
AQP3	0.0	1.0	0.0	unstable_segmentation	0.0
AQP4	0.0	0.0	0.0	1.0	0.0
AQP5	0.0	0.0	-1.0	-1.0	unstable_segmentation
AQP6	0.0	0.0	-1.0	-1.0	unstable_segmentation
AQP7	0.0	1.0	0.0	unstable_segmentation	0.0
AQP8	1.0	0.0	0.0	unstable_segmentation	0.0
AQP9	2.0	-1.0	-1.0	0.0	0.0
AQR	1.0	-1.0	-1.0	-1.0	1.0
ARAP2	0.0	-1.0	-1.0	0.0	-1.0
ARAP3	1.0	-1.0	1.0	0.0	-1.0
ARC	2.0	0.0	2.0	unstable_segmentation	-1.0
ARCN1	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
AREG	-1.0	1.0	-1.0	unstable_segmentation	-1.0
AREL1	1.0	0.0	0.0	-1.0	-1.0
ARF1	1.0	1.0	1.0	0.0	1.0
ARF3	0.0	0.0	-1.0	unstable_segmentation	-1.0
ARF4	-1.0	1.0	0.0	unstable_segmentation	-1.0
ARF6	1.0	unstable_segmentation	0.0	unstable_segmentation	-1.0
ARFGAP2	1.0	unstable_segmentation	0.0	-1.0	0.0
ARFGAP3	2.0	1.0	unstable_segmentation	1.0	-1.0
ARFGEF1	2.0	0.0	1.0	unstable_segmentation	-1.0
ARFGEF2	1.0	1.0	1.0	0.0	0.0
ARFIP1	-1.0	1.0	0.0	unstable_segmentation	-1.0
ARFIP2	1.0	0.0	-1.0	-1.0	0.0
ARG1	1.0	0.0	0.0	0.0	-1.0
ARG2	1.0	0.0	0.0	0.0	-1.0
ARGFX	1.0	1.0	unstable_segmentation	-1.0	-1.0
ARGLU1	1.0	0.0	1.0	-1.0	0.0
ARHGAP1	1.0	unstable_segmentation	0.0	-1.0	0.0
ARHGAP10	-1.0	1.0	0.0	unstable_segmentation	-1.0
ARHGAP11A	1.0	-1.0	unstable_segmentation	-1.0	1.0
ARHGAP12	1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
ARHGAP15	-1.0	0.0	0.0	-1.0	-1.0
ARHGAP17	1.0	0.0	0.0	unstable_segmentation	0.0
ARHGAP18	1.0	0.0	0.0	0.0	-1.0
ARHGAP19	0.0	-1.0	-1.0	-1.0	-1.0
ARHGAP20	-1.0	1.0	0.0	unstable_segmentation	0.0
ARHGAP21	2.0	0.0	1.0	-1.0	-1.0
